transcriptid,event_date,companyid,companyname,title,fiscalyear,fiscalquarter,ticker,sample_group
2183036,2021-01-27,24937,Apple Inc.,"Apple Inc., Q1 2021 Earnings Call, Jan 27, 2021",,,AAPL,platform_bigtech
2261739,2021-04-28,24937,Apple Inc.,"Apple Inc., Q2 2021 Earnings Call, Apr 28, 2021",,,AAPL,platform_bigtech
3405186,2021-07-27,24937,Apple Inc.,"Apple Inc., Q3 2021 Earnings Call, Jul 27, 2021",,,AAPL,platform_bigtech
2416898,2021-10-28,24937,Apple Inc.,"Apple Inc., Q4 2021 Earnings Call, Oct 28, 2021",,,AAPL,platform_bigtech
2484943,2022-01-27,24937,Apple Inc.,"Apple Inc., Q1 2022 Earnings Call, Jan 27, 2022",,,AAPL,platform_bigtech
2547569,2022-04-28,24937,Apple Inc.,"Apple Inc., Q2 2022 Earnings Call, Apr 28, 2022",,,AAPL,platform_bigtech
2608355,2022-07-28,24937,Apple Inc.,"Apple Inc., Q3 2022 Earnings Call, Jul 28, 2022",,,AAPL,platform_bigtech
2666629,2022-10-27,24937,Apple Inc.,"Apple Inc., Q4 2022 Earnings Call, Oct 27, 2022",,,AAPL,platform_bigtech
2728260,2023-02-02,24937,Apple Inc.,"Apple Inc., Q1 2023 Earnings Call, Feb 02, 2023",,,AAPL,platform_bigtech
2795186,2023-05-04,24937,Apple Inc.,"Apple Inc., Q2 2023 Earnings Call, May 04, 2023",,,AAPL,platform_bigtech
2869783,2023-08-03,24937,Apple Inc.,"Apple Inc., Q3 2023 Earnings Call, Aug 03, 2023",,,AAPL,platform_bigtech
2948177,2023-11-02,24937,Apple Inc.,"Apple Inc., Q4 2023 Earnings Call, Nov 02, 2023",,,AAPL,platform_bigtech
3010150,2024-02-01,24937,Apple Inc.,"Apple Inc., Q1 2024 Earnings Call, Feb 01, 2024",,,AAPL,platform_bigtech
3108090,2024-05-02,24937,Apple Inc.,"Apple Inc., Q2 2024 Earnings Call, May 02, 2024",,,AAPL,platform_bigtech
3209490,2024-08-01,24937,Apple Inc.,"Apple Inc., Q3 2024 Earnings Call, Aug 01, 2024",,,AAPL,platform_bigtech
3295872,2024-10-31,24937,Apple Inc.,"Apple Inc., Q4 2024 Earnings Call, Oct 31, 2024",,,AAPL,platform_bigtech
2241429,2021-03-23,24321,Adobe Inc.,"Adobe Inc., Q1 2021 Earnings Call, Mar 23, 2021",,,ADBE,enterprise_software
2323054,2021-06-17,24321,Adobe Inc.,"Adobe Inc., Q2 2021 Earnings Call, Jun 17, 2021",,,ADBE,enterprise_software
2399875,2021-09-21,24321,Adobe Inc.,"Adobe Inc., Q3 2021 Earnings Call, Sep 21, 2021",,,ADBE,enterprise_software
2477888,2021-12-16,24321,Adobe Inc.,"Adobe Inc., Q4 2021 Earnings Call, Dec 16, 2021",,,ADBE,enterprise_software
2529052,2022-03-22,24321,Adobe Inc.,"Adobe Inc., Q1 2022 Earnings Call, Mar 22, 2022",,,ADBE,enterprise_software
2590683,2022-06-16,24321,Adobe Inc.,"Adobe Inc., Q2 2022 Earnings Call, Jun 16, 2022",,,ADBE,enterprise_software
2655421,2022-09-15,24321,Adobe Inc.,"Adobe Inc., Q3 2022 Earnings Call, Sep 15, 2022",,,ADBE,enterprise_software
3000557,2022-12-15,24321,Adobe Inc.,"Adobe Inc., Q4 2022 Earnings Call, Dec 15, 2022",,,ADBE,enterprise_software
2766091,2023-03-15,24321,Adobe Inc.,"Adobe Inc., Q1 2023 Earnings Call, Mar 15, 2023",,,ADBE,enterprise_software
2839824,2023-06-15,24321,Adobe Inc.,"Adobe Inc., Q2 2023 Earnings Call, Jun 15, 2023",,,ADBE,enterprise_software
2908576,2023-09-14,24321,Adobe Inc.,"Adobe Inc., Q3 2023 Earnings Call, Sep 14, 2023",,,ADBE,enterprise_software
2981895,2023-12-13,24321,Adobe Inc.,"Adobe Inc., Q4 2023 Earnings Call, Dec 13, 2023",,,ADBE,enterprise_software
3063100,2024-03-14,24321,Adobe Inc.,"Adobe Inc., Q1 2024 Earnings Call, Mar 14, 2024",,,ADBE,enterprise_software
3160714,2024-06-13,24321,Adobe Inc.,"Adobe Inc., Q2 2024 Earnings Call, Jun 13, 2024",,,ADBE,enterprise_software
3264172,2024-09-12,24321,Adobe Inc.,"Adobe Inc., Q3 2024 Earnings Call, Sep 12, 2024",,,ADBE,enterprise_software
3339565,2024-12-11,24321,Adobe Inc.,"Adobe Inc., Q4 2024 Earnings Call, Dec 11, 2024",,,ADBE,enterprise_software
2293022,2021-02-25,119902,"Autodesk, Inc.","Autodesk, Inc., Q4 2021 Earnings Call, Feb 25, 2021",,,ADSK,enterprise_software
2303247,2021-05-27,119902,"Autodesk, Inc.","Autodesk, Inc., Q1 2022 Earnings Call, May 27, 2021",,,ADSK,enterprise_software
2386180,2021-08-25,119902,"Autodesk, Inc.","Autodesk, Inc., Q2 2022 Earnings Call, Aug 25, 2021",,,ADSK,enterprise_software
2447962,2021-11-23,119902,"Autodesk, Inc.","Autodesk, Inc., Q3 2022 Earnings Call, Nov 23, 2021",,,ADSK,enterprise_software
2507004,2022-02-24,119902,"Autodesk, Inc.","Autodesk, Inc., Q4 2022 Earnings Call, Feb 24, 2022",,,ADSK,enterprise_software
2581767,2022-05-26,119902,"Autodesk, Inc.","Autodesk, Inc., Q1 2023 Earnings Call, May 26, 2022",,,ADSK,enterprise_software
2637719,2022-08-24,119902,"Autodesk, Inc.","Autodesk, Inc., Q2 2023 Earnings Call, Aug 24, 2022",,,ADSK,enterprise_software
2696201,2022-11-22,119902,"Autodesk, Inc.","Autodesk, Inc., Q3 2023 Earnings Call, Nov 22, 2022",,,ADSK,enterprise_software
2750418,2023-02-23,119902,"Autodesk, Inc.","Autodesk, Inc., Q4 2023 Earnings Call, Feb 23, 2023",,,ADSK,enterprise_software
2821873,2023-05-25,119902,"Autodesk, Inc.","Autodesk, Inc., Q1 2024 Earnings Call, May 25, 2023",,,ADSK,enterprise_software
2892866,2023-08-23,119902,"Autodesk, Inc.","Autodesk, Inc., Q2 2024 Earnings Call, Aug 23, 2023",,,ADSK,enterprise_software
2963577,2023-11-21,119902,"Autodesk, Inc.","Autodesk, Inc., Q3 2024 Earnings Call, Nov 21, 2023",,,ADSK,enterprise_software
3045923,2024-02-29,119902,"Autodesk, Inc.","Autodesk, Inc., Q4 2024 Earnings Call, Feb 29, 2024",,,ADSK,enterprise_software
3157709,2024-06-11,119902,"Autodesk, Inc.","Autodesk, Inc., Q1 2025 Earnings Call, Jun 11, 2024",,,ADSK,enterprise_software
3246826,2024-08-29,119902,"Autodesk, Inc.","Autodesk, Inc., Q2 2025 Earnings Call, Aug 29, 2024",,,ADSK,enterprise_software
3319302,2024-11-26,119902,"Autodesk, Inc.","Autodesk, Inc., Q3 2025 Earnings Call, Nov 26, 2024",,,ADSK,enterprise_software
2294642,2021-03-01,24249083,"C3.ai, Inc.","C3.ai, Inc., Q3 2021 Earnings Call, Mar 01, 2021",,,AI,ai_forward_saas
2308505,2021-06-02,24249083,"C3.ai, Inc.","C3.ai, Inc., Q4 2021 Earnings Call, Jun 02, 2021",,,AI,ai_forward_saas
2390671,2021-09-01,24249083,"C3.ai, Inc.","C3.ai, Inc., Q1 2022 Earnings Call, Sep 01, 2021",,,AI,ai_forward_saas
2454026,2021-12-01,24249083,"C3.ai, Inc.","C3.ai, Inc., Q2 2022 Earnings Call, Dec 01, 2021",,,AI,ai_forward_saas
